"",NSC,CONCUNIT,LCONC,PANEL,CELL,NLOGGI50
"7383",731722,,,,OVCAR4,
"7384",731722,M,-4,Ovarian,OVCAR5,4.771
"7385",731722,M,-4,Ovarian,OVCAR8,4.629
"7386",731722,M,-4,Prostate,PC3,4.961
"7387",731722,M,-4,Leukemia,RPMI8226,5.11
"7388",731722,,,,RXF393,
"7389",731722,M,-4,Central Nervous System,SF268,4.809
"7390",731722,M,-4,Central Nervous System,SF295,4.734
"7391",731722,M,-4,Central Nervous System,SF539,4.62
"7392",731722,M,-4,Melanoma,SKMEL2,4.363
"7393",731722,,,,SKMEL28,
"7394",731722,M,-4,Melanoma,SKMEL5,4.735
"7395",731722,,,,SKOV3,
"7396",731722,M,-4,Renal,SN12C,4.778
"7397",731722,,,,SNB19,
"7398",731722,,,,SNB75,
"7399",731722,M,-4,Leukemia,SR,4.638
"7400",731722,M,-4,Colon,SW620,4.534
"7401",731722,,,,T47D,
"7402",731722,M,-4,Renal,TK10,4.792
"7403",731722,,,,U251,
"7404",731722,,,,UACC257,
"7405",731722,M,-4,Melanoma,UACC62,4.892
"7406",732847,M,-4,Renal,7860,5.106
"7407",732847,M,-4,Renal,A498,4.7
"7408",732847,,,,A549,
"7409",732847,M,-4,Renal,ACHN,4.841
"7410",732847,M,-4,Breast,BT549,5.665
"7411",732847,M,-4,Renal,CAKI1,5.456
"7412",732847,M,-4,Leukemia,CCRFCEM,5.564
"7413",732847,M,-4,Colon,COLO205,4.663
"7414",732847,M,-4,Prostate,DU145,5.195
"7415",732847,M,-4,Non-Small Cell Lung,EKVX,4.564
"7416",732847,M,-4,Colon,HCC2998,5.416
"7417",732847,M,-4,Colon,HCT116,5.201
"7418",732847,M,-4,Colon,HCT15,4.915
"7419",732847,,,,HL60,
"7420",732847,M,-4,Non-Small Cell Lung,HOP62,4.986
"7421",732847,M,-4,Non-Small Cell Lung,HOP92,5.007
"7422",732847,M,-4,Breast,HS578T,4.879
"7423",732847,M,-4,Colon,HT29,4.489
"7424",732847,M,-4,Ovarian,IGROV1,5.583
"7425",732847,M,-4,Leukemia,K562,5.234
"7426",732847,M,-4,Colon,KM12,4.315
"7427",732847,M,-4,Melanoma,LOXIMVI,4.953
"7428",732847,M,-4,Melanoma,M14,4.84
"7429",732847,,,,MALME3M,
"7430",732847,M,-4,Breast,MCF7,4.987
"7431",732847,,,,MDAMB231,
"7432",732847,M,-4,Melanoma,MDAMB435,4.622
"7433",732847,,,,MDAMB468,
"7434",732847,M,-4,Leukemia,MOLT4,4.916
"7435",732847,M,-4,Ovarian,NCIADRRES,4.989
"7436",732847,M,-4,Non-Small Cell Lung,NCIH226,5.365
"7437",732847,M,-4,Non-Small Cell Lung,NCIH23,5.318
"7438",732847,M,-4,Non-Small Cell Lung,NCIH322M,4.59
"7439",732847,M,-4,Non-Small Cell Lung,NCIH460,4.817
"7440",732847,M,-4,Non-Small Cell Lung,NCIH522,5.15
"7441",732847,M,-4,Ovarian,OVCAR3,5.095
"7442",732847,M,-4,Ovarian,OVCAR4,4.903
"7443",732847,M,-4,Ovarian,OVCAR5,4.872
"7444",732847,M,-4,Ovarian,OVCAR8,4.999
"7445",732847,M,-4,Prostate,PC3,5.04
"7446",732847,M,-4,Leukemia,RPMI8226,5.331
"7447",732847,,,,RXF393,
"7448",732847,M,-4,Central Nervous System,SF268,4.937
"7449",732847,M,-4,Central Nervous System,SF295,4.809
"7450",732847,M,-4,Central Nervous System,SF539,5.378
"7451",732847,M,-4,Melanoma,SKMEL2,4.826
"7452",732847,M,-4,Melanoma,SKMEL28,4.591
"7453",732847,M,-4,Melanoma,SKMEL5,5.089
"7454",732847,M,-4,Ovarian,SKOV3,4.529
"7455",732847,M,-4,Renal,SN12C,5.109
"7456",732847,M,-4,Central Nervous System,SNB19,4.754
"7457",732847,M,-4,Central Nervous System,SNB75,5.052
"7458",732847,M,-4,Leukemia,SR,5.449
"7459",732847,M,-4,Colon,SW620,4.787
"7460",732847,M,-4,Breast,T47D,4.943
"7461",732847,M,-4,Renal,TK10,4.845
"7462",732847,M,-4,Central Nervous System,U251,5.004
"7463",732847,M,-4,Melanoma,UACC257,4.823
"7464",732847,M,-4,Melanoma,UACC62,4.959
"7465",732848,M,-4,Renal,7860,5.404
"7466",732848,M,-4,Renal,A498,4.766
"7467",732848,,,,A549,
"7468",732848,M,-4,Renal,ACHN,5.037
"7469",732848,M,-4,Breast,BT549,5.137
"7470",732848,M,-4,Renal,CAKI1,6.635
"7471",732848,,,,CCRFCEM,
"7472",732848,M,-4,Colon,COLO205,4.79
"7473",732848,M,-4,Prostate,DU145,5.276
"7474",732848,M,-4,Non-Small Cell Lung,EKVX,4.459
"7475",732848,M,-4,Colon,HCC2998,4.967
"7476",732848,M,-4,Colon,HCT116,5.413
"7477",732848,M,-4,Colon,HCT15,5.381
"7478",732848,,,,HL60,
"7479",732848,M,-4,Non-Small Cell Lung,HOP62,4.882
"7480",732848,M,-4,Non-Small Cell Lung,HOP92,5.102
"7481",732848,M,-4,Breast,HS578T,4.811
"7482",732848,M,-4,Colon,HT29,4.735
"7483",732848,M,-4,Ovarian,IGROV1,5.614
"7484",732848,M,-4,Leukemia,K562,5.281
"7485",732848,M,-4,Colon,KM12,5.188
"7486",732848,M,-4,Melanoma,LOXIMVI,5.43
"7487",732848,M,-4,Melanoma,M14,4.932
"7488",732848,,,,MALME3M,
"7489",732848,M,-4,Breast,MCF7,4.94
"7490",732848,,,,MDAMB231,
"7491",732848,M,-4,Melanoma,MDAMB435,5.632
"7492",732848,,,,MDAMB468,
"7493",732848,M,-4,Leukemia,MOLT4,5.285
"7494",732848,M,-4,Ovarian,NCIADRRES,5.185
"7495",732848,M,-4,Non-Small Cell Lung,NCIH226,4.896
"7496",732848,M,-4,Non-Small Cell Lung,NCIH23,4.833
"7497",732848,M,-4,Non-Small Cell Lung,NCIH322M,4.694
"7498",732848,M,-4,Non-Small Cell Lung,NCIH460,4.035
"7499",732848,M,-4,Non-Small Cell Lung,NCIH522,5.546
"7500",732848,M,-4,Ovarian,OVCAR3,5.613
"7501",732848,M,-4,Ovarian,OVCAR4,5.171
"7502",732848,M,-4,Ovarian,OVCAR5,4.647
"7503",732848,M,-4,Ovarian,OVCAR8,5.067
"7504",732848,M,-4,Prostate,PC3,5.292
"7505",732848,M,-4,Leukemia,RPMI8226,5.973
"7506",732848,M,-4,Renal,RXF393,5.375
"7507",732848,M,-4,Central Nervous System,SF268,4
"7508",732848,M,-4,Central Nervous System,SF295,5.743
"7509",732848,M,-4,Central Nervous System,SF539,5.453
"7510",732848,M,-4,Melanoma,SKMEL2,5.481
"7511",732848,M,-4,Melanoma,SKMEL28,4.785
"7512",732848,M,-4,Melanoma,SKMEL5,5.279
"7513",732848,M,-4,Ovarian,SKOV3,4.339
"7514",732848,M,-4,Renal,SN12C,4.656
"7515",732848,M,-4,Central Nervous System,SNB19,4.635
"7516",732848,M,-4,Central Nervous System,SNB75,4.85
"7517",732848,M,-4,Leukemia,SR,5.532
"7518",732848,M,-4,Colon,SW620,4.94
"7519",732848,M,-4,Breast,T47D,4.636
"7520",732848,M,-4,Renal,TK10,5.451
"7521",732848,M,-4,Central Nervous System,U251,4.941
"7522",732848,M,-4,Melanoma,UACC257,5.413
"7523",732848,M,-4,Melanoma,UACC62,4.9
"7524",733670,M,-4,Renal,7860,5.006
"7525",733670,M,-4,Renal,A498,5.55
"7526",733670,,,,A549,
"7527",733670,M,-4,Renal,ACHN,5.297
"7528",733670,M,-4,Breast,BT549,5.399
"7529",733670,M,-4,Renal,CAKI1,5.681
"7530",733670,M,-4,Leukemia,CCRFCEM,5.437
"7531",733670,M,-4,Colon,COLO205,4.768
"7532",733670,M,-4,Prostate,DU145,4.904
"7533",733670,M,-4,Non-Small Cell Lung,EKVX,4.836
"7534",733670,M,-4,Colon,HCC2998,5.605
"7535",733670,M,-4,Colon,HCT116,4.955
"7536",733670,M,-4,Colon,HCT15,5.73
"7537",733670,,,,HL60,
"7538",733670,M,-4,Non-Small Cell Lung,HOP62,5.227
"7539",733670,M,-4,Non-Small Cell Lung,HOP92,5.167
"7540",733670,M,-4,Breast,HS578T,6.214
"7541",733670,M,-4,Colon,HT29,4.744
"7542",733670,M,-4,Ovarian,IGROV1,4.57
"7543",733670,M,-4,Leukemia,K562,5.367
"7544",733670,M,-4,Colon,KM12,5.43
"7545",733670,M,-4,Melanoma,LOXIMVI,5.431
"7546",733670,M,-4,Melanoma,M14,5.183
"7547",733670,M,-4,Melanoma,MALME3M,5.752
"7548",733670,M,-4,Breast,MCF7,6.094
"7549",733670,,,,MDAMB231,
"7550",733670,M,-4,Melanoma,MDAMB435,6.049
"7551",733670,,,,MDAMB468,
"7552",733670,M,-4,Leukemia,MOLT4,5.142
"7553",733670,M,-4,Ovarian,NCIADRRES,5.47
"7554",733670,M,-4,Non-Small Cell Lung,NCIH226,5.199
"7555",733670,M,-4,Non-Small Cell Lung,NCIH23,5.492
"7556",733670,M,-4,Non-Small Cell Lung,NCIH322M,5.395
"7557",733670,M,-4,Non-Small Cell Lung,NCIH460,5.515
"7558",733670,M,-4,Non-Small Cell Lung,NCIH522,4.994
"7559",733670,M,-4,Ovarian,OVCAR3,5.469
"7560",733670,M,-4,Ovarian,OVCAR4,4.592
"7561",733670,M,-4,Ovarian,OVCAR5,5.241
"7562",733670,M,-4,Ovarian,OVCAR8,4.705
"7563",733670,M,-4,Prostate,PC3,5.215
"7564",733670,M,-4,Leukemia,RPMI8226,5.688
"7565",733670,M,-4,Renal,RXF393,4.374
"7566",733670,M,-4,Central Nervous System,SF268,4.943
"7567",733670,M,-4,Central Nervous System,SF295,5.283
"7568",733670,M,-4,Central Nervous System,SF539,5.755
"7569",733670,M,-4,Melanoma,SKMEL2,4.705
"7570",733670,M,-4,Melanoma,SKMEL28,4.943
"7571",733670,M,-4,Melanoma,SKMEL5,5.852
"7572",733670,M,-4,Ovarian,SKOV3,5.233
"7573",733670,M,-4,Renal,SN12C,4.968
"7574",733670,,,,SNB19,
"7575",733670,,,,SNB75,
"7576",733670,,,,SR,
"7577",733670,M,-4,Colon,SW620,5.161
"7578",733670,M,-4,Breast,T47D,5.321
"7579",733670,M,-4,Renal,TK10,5.515
"7580",733670,M,-4,Central Nervous System,U251,5.065
"7581",733670,M,-4,Melanoma,UACC257,4.798
"7582",733670,M,-4,Melanoma,UACC62,5.486
"7583",733717,M,-4,Renal,7860,4.496
"7584",733717,M,-4,Renal,A498,4.942
"7585",733717,,,,A549,
"7586",733717,,,,ACHN,
"7587",733717,M,-4,Breast,BT549,4.531
"7588",733717,M,-4,Renal,CAKI1,4.356
"7589",733717,,,,CCRFCEM,
"7590",733717,M,-4,Colon,COLO205,4.622
"7591",733717,M,-4,Prostate,DU145,4.69
"7592",733717,M,-4,Non-Small Cell Lung,EKVX,4.442
"7593",733717,M,-4,Colon,HCC2998,4.882
"7594",733717,M,-4,Colon,HCT116,5.035
"7595",733717,M,-4,Colon,HCT15,5.029
"7596",733717,,,,HL60,
"7597",733717,M,-4,Non-Small Cell Lung,HOP62,4.405
"7598",733717,M,-4,Non-Small Cell Lung,HOP92,4.685
"7599",733717,M,-4,Breast,HS578T,4.551
"7600",733717,M,-4,Colon,HT29,4.679
"7601",733717,,,,IGROV1,
"7602",733717,M,-4,Leukemia,K562,5.326
"7603",733717,M,-4,Colon,KM12,5.16
"7604",733717,M,-4,Melanoma,LOXIMVI,4.674
"7605",733717,M,-4,Melanoma,M14,5.147
"7606",733717,,,,MALME3M,
"7607",733717,M,-4,Breast,MCF7,4.934
"7608",733717,,,,MDAMB231,
"7609",733717,M,-4,Melanoma,MDAMB435,5.502
"7610",733717,,,,MDAMB468,
"7611",733717,M,-4,Leukemia,MOLT4,5.122
"7612",733717,M,-4,Ovarian,NCIADRRES,4.92
"7613",733717,M,-4,Non-Small Cell Lung,NCIH226,4
"7614",733717,M,-4,Non-Small Cell Lung,NCIH23,4.758
"7615",733717,M,-4,Non-Small Cell Lung,NCIH322M,4.647
"7616",733717,M,-4,Non-Small Cell Lung,NCIH460,4.773
"7617",733717,M,-4,Non-Small Cell Lung,NCIH522,5.397
"7618",733717,M,-4,Ovarian,OVCAR3,4
"7619",733717,M,-4,Ovarian,OVCAR4,5.066
"7620",733717,M,-4,Ovarian,OVCAR5,4
"7621",733717,M,-4,Ovarian,OVCAR8,4.603
"7622",733717,M,-4,Prostate,PC3,4.814
"7623",733717,M,-4,Leukemia,RPMI8226,5.054
"7624",733717,M,-4,Renal,RXF393,4.658
"7625",733717,M,-4,Central Nervous System,SF268,4.724
"7626",733717,M,-4,Central Nervous System,SF295,5.218
"7627",733717,M,-4,Central Nervous System,SF539,4.58
"7628",733717,M,-4,Melanoma,SKMEL2,5.151
"7629",733717,M,-4,Melanoma,SKMEL28,4.575
"7630",733717,M,-4,Melanoma,SKMEL5,4.711
"7631",733717,M,-4,Ovarian,SKOV3,4.148
"7632",733717,M,-4,Renal,SN12C,4.619
"7633",733717,M,-4,Central Nervous System,SNB19,4.277
"7634",733717,M,-4,Central Nervous System,SNB75,4.584
"7635",733717,M,-4,Leukemia,SR,5.62
"7636",733717,M,-4,Colon,SW620,4.824
"7637",733717,M,-4,Breast,T47D,4.461
"7638",733717,M,-4,Renal,TK10,4.597
"7639",733717,M,-4,Central Nervous System,U251,4.459
"7640",733717,M,-4,Melanoma,UACC257,5.036
"7641",733717,M,-4,Melanoma,UACC62,5.022
"7642",740015,M,-4,Renal,7860,4
"7643",740015,M,-4,Renal,A498,4
"7644",740015,,,,A549,
"7645",740015,M,-4,Renal,ACHN,4
"7646",740015,M,-4,Breast,BT549,4.015
"7647",740015,M,-4,Renal,CAKI1,4
"7648",740015,M,-4,Leukemia,CCRFCEM,4
"7649",740015,M,-4,Colon,COLO205,4
"7650",740015,M,-4,Prostate,DU145,4
"7651",740015,M,-4,Non-Small Cell Lung,EKVX,4
"7652",740015,M,-4,Colon,HCC2998,4
"7653",740015,M,-4,Colon,HCT116,4
"7654",740015,M,-4,Colon,HCT15,4
"7655",740015,,,,HL60,
"7656",740015,M,-4,Non-Small Cell Lung,HOP62,4
"7657",740015,M,-4,Non-Small Cell Lung,HOP92,4.715
"7658",740015,M,-4,Breast,HS578T,4
"7659",740015,M,-4,Colon,HT29,4
"7660",740015,M,-4,Ovarian,IGROV1,4
"7661",740015,M,-4,Leukemia,K562,4
"7662",740015,M,-4,Colon,KM12,4
"7663",740015,M,-4,Melanoma,LOXIMVI,4
"7664",740015,M,-4,Melanoma,M14,4
"7665",740015,M,-4,Melanoma,MALME3M,4
"7666",740015,M,-4,Breast,MCF7,4.444
"7667",740015,,,,MDAMB231,
"7668",740015,M,-4,Melanoma,MDAMB435,4
"7669",740015,,,,MDAMB468,
"7670",740015,M,-4,Leukemia,MOLT4,4.149
"7671",740015,M,-4,Ovarian,NCIADRRES,4
"7672",740015,M,-4,Non-Small Cell Lung,NCIH226,4
"7673",740015,M,-4,Non-Small Cell Lung,NCIH23,4
"7674",740015,M,-4,Non-Small Cell Lung,NCIH322M,4
"7675",740015,M,-4,Non-Small Cell Lung,NCIH460,4
"7676",740015,M,-4,Non-Small Cell Lung,NCIH522,4.052
"7677",740015,M,-4,Ovarian,OVCAR3,4
"7678",740015,M,-4,Ovarian,OVCAR4,4.126
"7679",740015,M,-4,Ovarian,OVCAR5,4
"7680",740015,M,-4,Ovarian,OVCAR8,4
"7681",740015,M,-4,Prostate,PC3,4
"7682",740015,M,-4,Leukemia,RPMI8226,4
"7683",740015,,,,RXF393,
"7684",740015,M,-4,Central Nervous System,SF268,4.009
"7685",740015,M,-4,Central Nervous System,SF295,4
"7686",740015,M,-4,Central Nervous System,SF539,4
"7687",740015,M,-4,Melanoma,SKMEL2,4
"7688",740015,M,-4,Melanoma,SKMEL28,4
"7689",740015,M,-4,Melanoma,SKMEL5,4
"7690",740015,M,-4,Ovarian,SKOV3,4
"7691",740015,M,-4,Renal,SN12C,4
"7692",740015,M,-4,Central Nervous System,SNB19,4
"7693",740015,M,-4,Central Nervous System,SNB75,4.453
"7694",740015,M,-4,Leukemia,SR,4.407
"7695",740015,M,-4,Colon,SW620,4
"7696",740015,M,-4,Breast,T47D,4.019
"7697",740015,M,-4,Renal,TK10,4
"7698",740015,M,-4,Central Nervous System,U251,4
"7699",740015,M,-4,Melanoma,UACC257,4
"7700",740015,M,-4,Melanoma,UACC62,4
"7701",740017,M,-4,Renal,7860,4
"7702",740017,M,-4,Renal,A498,4
"7703",740017,,,,A549,
"7704",740017,M,-4,Renal,ACHN,4
"7705",740017,M,-4,Breast,BT549,4
"7706",740017,M,-4,Renal,CAKI1,4
"7707",740017,M,-4,Leukemia,CCRFCEM,4
"7708",740017,M,-4,Colon,COLO205,4
"7709",740017,M,-4,Prostate,DU145,4
"7710",740017,M,-4,Non-Small Cell Lung,EKVX,4
"7711",740017,M,-4,Colon,HCC2998,4
"7712",740017,M,-4,Colon,HCT116,4
"7713",740017,M,-4,Colon,HCT15,4
"7714",740017,,,,HL60,
"7715",740017,M,-4,Non-Small Cell Lung,HOP62,4
"7716",740017,M,-4,Non-Small Cell Lung,HOP92,4
"7717",740017,M,-4,Breast,HS578T,4
"7718",740017,M,-4,Colon,HT29,4
"7719",740017,M,-4,Ovarian,IGROV1,4
"7720",740017,M,-4,Leukemia,K562,4
"7721",740017,M,-4,Colon,KM12,4
"7722",740017,M,-4,Melanoma,LOXIMVI,4
"7723",740017,M,-4,Melanoma,M14,4
"7724",740017,M,-4,Melanoma,MALME3M,4
"7725",740017,M,-4,Breast,MCF7,4
"7726",740017,,,,MDAMB231,
"7727",740017,M,-4,Melanoma,MDAMB435,4
"7728",740017,,,,MDAMB468,
"7729",740017,M,-4,Leukemia,MOLT4,4.202
"7730",740017,M,-4,Ovarian,NCIADRRES,4
"7731",740017,M,-4,Non-Small Cell Lung,NCIH226,4
"7732",740017,M,-4,Non-Small Cell Lung,NCIH23,4
"7733",740017,M,-4,Non-Small Cell Lung,NCIH322M,4
"7734",740017,M,-4,Non-Small Cell Lung,NCIH460,4
"7735",740017,M,-4,Non-Small Cell Lung,NCIH522,4
"7736",740017,M,-4,Ovarian,OVCAR3,4
"7737",740017,M,-4,Ovarian,OVCAR4,4
"7738",740017,M,-4,Ovarian,OVCAR5,4
"7739",740017,M,-4,Ovarian,OVCAR8,4
"7740",740017,M,-4,Prostate,PC3,4
"7741",740017,M,-4,Leukemia,RPMI8226,4
"7742",740017,,,,RXF393,
"7743",740017,M,-4,Central Nervous System,SF268,4
"7744",740017,M,-4,Central Nervous System,SF295,4
"7745",740017,M,-4,Central Nervous System,SF539,4
"7746",740017,M,-4,Melanoma,SKMEL2,4
"7747",740017,M,-4,Melanoma,SKMEL28,4
"7748",740017,M,-4,Melanoma,SKMEL5,4
"7749",740017,M,-4,Ovarian,SKOV3,4
"7750",740017,M,-4,Renal,SN12C,4
"7751",740017,M,-4,Central Nervous System,SNB19,4
"7752",740017,M,-4,Central Nervous System,SNB75,4
"7753",740017,M,-4,Leukemia,SR,4
"7754",740017,M,-4,Colon,SW620,4
"7755",740017,M,-4,Breast,T47D,4
"7756",740017,M,-4,Renal,TK10,4
"7757",740017,M,-4,Central Nervous System,U251,4
"7758",740017,M,-4,Melanoma,UACC257,4
"7759",740017,M,-4,Melanoma,UACC62,4
"7760",740028,M,-4,Renal,7860,6.106
"7761",740028,M,-4,Renal,A498,4.545
"7762",740028,,,,A549,
"7763",740028,M,-4,Renal,ACHN,5.178
"7764",740028,M,-4,Breast,BT549,6.501
"7765",740028,M,-4,Renal,CAKI1,5.327
"7766",740028,M,-4,Leukemia,CCRFCEM,6.501
"7767",740028,M,-4,Colon,COLO205,6.053
"7768",740028,M,-4,Prostate,DU145,6.342
"7769",740028,M,-4,Non-Small Cell Lung,EKVX,5.434
"7770",740028,M,-4,Colon,HCC2998,6.114
"7771",740028,M,-4,Colon,HCT116,6.432
"7772",740028,M,-4,Colon,HCT15,6.314
"7773",740028,,,,HL60,
"7774",740028,M,-4,Non-Small Cell Lung,HOP62,5.756
"7775",740028,M,-4,Non-Small Cell Lung,HOP92,6.435
"7776",740028,M,-4,Breast,HS578T,5.374
"7777",740028,M,-4,Colon,HT29,6.551
"7778",740028,M,-4,Ovarian,IGROV1,5.934
"7779",740028,M,-4,Leukemia,K562,6.795
"7780",740028,M,-4,Colon,KM12,5.934
"7781",740028,M,-4,Melanoma,LOXIMVI,6.148
"7782",740028,M,-4,Melanoma,M14,6.565
"7783",740028,M,-4,Melanoma,MALME3M,4.866
"7784",740028,M,-4,Breast,MCF7,6.557
"7785",740028,,,,MDAMB231,
"7786",740028,M,-4,Melanoma,MDAMB435,6.525
"7787",740028,,,,MDAMB468,
"7788",740028,M,-4,Leukemia,MOLT4,5.566
"7789",740028,M,-4,Ovarian,NCIADRRES,5.872
"7790",740028,M,-4,Non-Small Cell Lung,NCIH226,5.071
"7791",740028,M,-4,Non-Small Cell Lung,NCIH23,5.288
"7792",740028,M,-4,Non-Small Cell Lung,NCIH322M,5.233
"7793",740028,M,-4,Non-Small Cell Lung,NCIH460,5.513
"7794",740028,M,-4,Non-Small Cell Lung,NCIH522,5.348
"7795",740028,M,-4,Ovarian,OVCAR3,6.254
"7796",740028,M,-4,Ovarian,OVCAR4,5.332
"7797",740028,M,-4,Ovarian,OVCAR5,5.637
"7798",740028,M,-4,Ovarian,OVCAR8,5.828
"7799",740028,M,-4,Prostate,PC3,6.452
"7800",740028,M,-4,Leukemia,RPMI8226,6.53
"7801",740028,,,,RXF393,
"7802",740028,M,-4,Central Nervous System,SF268,5.856
"7803",740028,M,-4,Central Nervous System,SF295,5.486
"7804",740028,M,-4,Central Nervous System,SF539,6.485
"7805",740028,M,-4,Melanoma,SKMEL2,5.215
"7806",740028,M,-4,Melanoma,SKMEL28,5.536
"7807",740028,M,-4,Melanoma,SKMEL5,5.581
"7808",740028,M,-4,Ovarian,SKOV3,5.271
"7809",740028,M,-4,Renal,SN12C,6.157
"7810",740028,M,-4,Central Nervous System,SNB19,5.363
"7811",740028,M,-4,Central Nervous System,SNB75,6.531
"7812",740028,M,-4,Leukemia,SR,5.929
"7813",740028,M,-4,Colon,SW620,6.348
"7814",740028,M,-4,Breast,T47D,5.848
"7815",740028,M,-4,Renal,TK10,5.441
"7816",740028,M,-4,Central Nervous System,U251,6.148
"7817",740028,M,-4,Melanoma,UACC257,4.849
"7818",740028,M,-4,Melanoma,UACC62,6.087
"7819",740029,M,-4,Renal,7860,4
"7820",740029,M,-4,Renal,A498,4.118
"7821",740029,,,,A549,
"7822",740029,M,-4,Renal,ACHN,4
"7823",740029,M,-4,Breast,BT549,4
"7824",740029,M,-4,Renal,CAKI1,4
"7825",740029,M,-4,Leukemia,CCRFCEM,4
"7826",740029,M,-4,Colon,COLO205,4
"7827",740029,M,-4,Prostate,DU145,4
"7828",740029,M,-4,Non-Small Cell Lung,EKVX,4.312
"7829",740029,M,-4,Colon,HCC2998,4.075
"7830",740029,M,-4,Colon,HCT116,4
"7831",740029,M,-4,Colon,HCT15,4
"7832",740029,,,,HL60,
"7833",740029,M,-4,Non-Small Cell Lung,HOP62,4
"7834",740029,M,-4,Non-Small Cell Lung,HOP92,4.269
"7835",740029,M,-4,Breast,HS578T,4
"7836",740029,M,-4,Colon,HT29,4.331
"7837",740029,M,-4,Ovarian,IGROV1,4.236
"7838",740029,M,-4,Leukemia,K562,4
"7839",740029,M,-4,Colon,KM12,4
"7840",740029,M,-4,Melanoma,LOXIMVI,4
"7841",740029,M,-4,Melanoma,M14,4
"7842",740029,M,-4,Melanoma,MALME3M,4
"7843",740029,M,-4,Breast,MCF7,4
"7844",740029,,,,MDAMB231,
"7845",740029,M,-4,Melanoma,MDAMB435,4
"7846",740029,,,,MDAMB468,
"7847",740029,M,-4,Leukemia,MOLT4,4
"7848",740029,M,-4,Ovarian,NCIADRRES,4
"7849",740029,M,-4,Non-Small Cell Lung,NCIH226,4
"7850",740029,M,-4,Non-Small Cell Lung,NCIH23,4
"7851",740029,M,-4,Non-Small Cell Lung,NCIH322M,4
"7852",740029,M,-4,Non-Small Cell Lung,NCIH460,4
"7853",740029,M,-4,Non-Small Cell Lung,NCIH522,4.216
"7854",740029,M,-4,Ovarian,OVCAR3,4
"7855",740029,M,-4,Ovarian,OVCAR4,4.214
"7856",740029,M,-4,Ovarian,OVCAR5,4
"7857",740029,M,-4,Ovarian,OVCAR8,4
"7858",740029,M,-4,Prostate,PC3,4
"7859",740029,M,-4,Leukemia,RPMI8226,4.217
"7860",740029,,,,RXF393,
"7861",740029,M,-4,Central Nervous System,SF268,4
"7862",740029,M,-4,Central Nervous System,SF295,4
"7863",740029,M,-4,Central Nervous System,SF539,4
"7864",740029,M,-4,Melanoma,SKMEL2,4
"7865",740029,M,-4,Melanoma,SKMEL28,4
"7866",740029,M,-4,Melanoma,SKMEL5,4
"7867",740029,M,-4,Ovarian,SKOV3,4
"7868",740029,M,-4,Renal,SN12C,4
"7869",740029,M,-4,Central Nervous System,SNB19,4
"7870",740029,M,-4,Central Nervous System,SNB75,4.571
"7871",740029,M,-4,Leukemia,SR,4
"7872",740029,M,-4,Colon,SW620,4
"7873",740029,M,-4,Breast,T47D,4
"7874",740029,M,-4,Renal,TK10,4
"7875",740029,M,-4,Central Nervous System,U251,4
"7876",740029,M,-4,Melanoma,UACC257,4
"7877",740029,M,-4,Melanoma,UACC62,4
"7878",740559,M,-4,Renal,7860,4.012
"7879",740559,M,-4,Renal,A498,4.383
"7880",740559,,,,A549,
"7881",740559,M,-4,Renal,ACHN,4
"7882",740559,M,-4,Breast,BT549,4.659
"7883",740559,M,-4,Renal,CAKI1,4.099
"7884",740559,M,-4,Leukemia,CCRFCEM,4.436
"7885",740559,M,-4,Colon,COLO205,4.431
"7886",740559,M,-4,Prostate,DU145,4.418
"7887",740559,M,-4,Non-Small Cell Lung,EKVX,4
"7888",740559,M,-4,Colon,HCC2998,4.617
"7889",740559,M,-4,Colon,HCT116,4.482
"7890",740559,M,-4,Colon,HCT15,4.348
"7891",740559,,,,HL60,
"7892",740559,M,-4,Non-Small Cell Lung,HOP62,4.315
"7893",740559,M,-4,Non-Small Cell Lung,HOP92,4.629
"7894",740559,M,-4,Breast,HS578T,4.184
"7895",740559,M,-4,Colon,HT29,4.253
"7896",740559,,,,IGROV1,
"7897",740559,M,-4,Leukemia,K562,4
"7898",740559,M,-4,Colon,KM12,4
"7899",740559,M,-4,Melanoma,LOXIMVI,4.259
"7900",740559,M,-4,Melanoma,M14,4.172
"7901",740559,M,-4,Melanoma,MALME3M,4
"7902",740559,M,-4,Breast,MCF7,4.409
"7903",740559,,,,MDAMB231,
"7904",740559,M,-4,Melanoma,MDAMB435,4.385
"7905",740559,,,,MDAMB468,
"7906",740559,M,-4,Leukemia,MOLT4,4.139
"7907",740559,M,-4,Ovarian,NCIADRRES,4
"7908",740559,M,-4,Non-Small Cell Lung,NCIH226,4
"7909",740559,M,-4,Non-Small Cell Lung,NCIH23,4.176
"7910",740559,M,-4,Non-Small Cell Lung,NCIH322M,4
"7911",740559,M,-4,Non-Small Cell Lung,NCIH460,4.227
"7912",740559,M,-4,Non-Small Cell Lung,NCIH522,4.808
"7913",740559,,,,OVCAR3,
"7914",740559,M,-4,Ovarian,OVCAR4,4.46
"7915",740559,M,-4,Ovarian,OVCAR5,4
"7916",740559,M,-4,Ovarian,OVCAR8,4.291
"7917",740559,M,-4,Prostate,PC3,4.755
"7918",740559,M,-4,Leukemia,RPMI8226,4.581
"7919",740559,M,-4,Renal,RXF393,4
"7920",740559,M,-4,Central Nervous System,SF268,4.381
"7921",740559,M,-4,Central Nervous System,SF295,4.686
"7922",740559,M,-4,Central Nervous System,SF539,4.429
