"",NSC,CONCUNIT,LCONC,PANEL,CELL,NLOGGI50
"1517",77030,,,,A549,
"1518",77030,M,-4,Renal,ACHN,5.38
"1519",77030,M,-4,Breast,BT549,5.042
"1520",77030,M,-4,Renal,CAKI1,4.856
"1521",77030,,,,CCRFCEM,
"1522",77030,M,-4,Colon,COLO205,4.986
"1523",77030,M,-4,Prostate,DU145,4.868
"1524",77030,M,-4,Non-Small Cell Lung,EKVX,5.238
"1525",77030,M,-4,Colon,HCC2998,5.296
"1526",77030,M,-4,Colon,HCT116,5.762
"1527",77030,M,-4,Colon,HCT15,5.544
"1528",77030,,,,HL60,
"1529",77030,M,-4,Non-Small Cell Lung,HOP62,4.933
"1530",77030,M,-4,Non-Small Cell Lung,HOP92,5.439
"1531",77030,M,-4,Breast,HS578T,5.149
"1532",77030,M,-4,Colon,HT29,5.634
"1533",77030,M,-4,Ovarian,IGROV1,5.019
"1534",77030,M,-4,Leukemia,K562,5.456
"1535",77030,M,-4,Colon,KM12,5.328
"1536",77030,M,-4,Melanoma,LOXIMVI,5.536
"1537",77030,M,-4,Melanoma,M14,5.353
"1538",77030,M,-4,Melanoma,MALME3M,5.171
"1539",77030,M,-4,Breast,MCF7,5.384
"1540",77030,,,,MDAMB231,
"1541",77030,M,-4,Melanoma,MDAMB435,5.079
"1542",77030,M,-4,Breast,MDAMB468,5.09
"1543",77030,M,-4,Leukemia,MOLT4,5.393
"1544",77030,M,-4,Ovarian,NCIADRRES,5.36
"1545",77030,M,-4,Non-Small Cell Lung,NCIH226,4.822
"1546",77030,M,-4,Non-Small Cell Lung,NCIH23,5.281
"1547",77030,M,-4,Non-Small Cell Lung,NCIH322M,4.731
"1548",77030,M,-4,Non-Small Cell Lung,NCIH460,5.42
"1549",77030,M,-4,Non-Small Cell Lung,NCIH522,5.286
"1550",77030,M,-4,Ovarian,OVCAR3,5.336
"1551",77030,M,-4,Ovarian,OVCAR4,5.326
"1552",77030,M,-4,Ovarian,OVCAR5,4.744
"1553",77030,M,-4,Ovarian,OVCAR8,5.306
"1554",77030,M,-4,Prostate,PC3,5.308
"1555",77030,M,-4,Leukemia,RPMI8226,5.652
"1556",77030,M,-4,Renal,RXF393,5.299
"1557",77030,M,-4,Central Nervous System,SF268,5.093
"1558",77030,M,-4,Central Nervous System,SF295,4.992
"1559",77030,M,-4,Central Nervous System,SF539,5.379
"1560",77030,M,-4,Melanoma,SKMEL2,4.919
"1561",77030,M,-4,Melanoma,SKMEL28,5.199
"1562",77030,M,-4,Melanoma,SKMEL5,5.105
"1563",77030,M,-4,Ovarian,SKOV3,4.846
"1564",77030,M,-4,Renal,SN12C,5.362
"1565",77030,M,-4,Central Nervous System,SNB19,5.298
"1566",77030,M,-4,Central Nervous System,SNB75,5.178
"1567",77030,M,-4,Leukemia,SR,5.442
"1568",77030,M,-4,Colon,SW620,5.436
"1569",77030,M,-4,Breast,T47D,5.528
"1570",77030,M,-4,Renal,TK10,4.834
"1571",77030,M,-4,Central Nervous System,U251,5.373
"1572",77030,M,-4,Melanoma,UACC257,4.906
"1573",77030,M,-4,Melanoma,UACC62,5.162
"1574",83281,M,-4,Renal,7860,4.467
"1575",83281,M,-4,Renal,A498,5.081
"1576",83281,,,,A549,
"1577",83281,M,-4,Renal,ACHN,4.466
"1578",83281,M,-4,Breast,BT549,4.777
"1579",83281,M,-4,Renal,CAKI1,4.689
"1580",83281,M,-4,Leukemia,CCRFCEM,5.196
"1581",83281,M,-4,Colon,COLO205,4.669
"1582",83281,M,-4,Prostate,DU145,4.584
"1583",83281,M,-4,Non-Small Cell Lung,EKVX,4.579
"1584",83281,M,-4,Colon,HCC2998,4.547
"1585",83281,M,-4,Colon,HCT116,4.967
"1586",83281,M,-4,Colon,HCT15,4.712
"1587",83281,,,,HL60,
"1588",83281,M,-4,Non-Small Cell Lung,HOP62,4.732
"1589",83281,M,-4,Non-Small Cell Lung,HOP92,5.088
"1590",83281,M,-4,Breast,HS578T,4.636
"1591",83281,M,-4,Colon,HT29,5.08
"1592",83281,M,-4,Ovarian,IGROV1,4.371
"1593",83281,M,-4,Leukemia,K562,5.28
"1594",83281,M,-4,Colon,KM12,4.51
"1595",83281,M,-4,Melanoma,LOXIMVI,4.561
"1596",83281,M,-4,Melanoma,M14,4.72
"1597",83281,M,-4,Melanoma,MALME3M,4.532
"1598",83281,M,-4,Breast,MCF7,4.737
"1599",83281,,,,MDAMB231,
"1600",83281,M,-4,Melanoma,MDAMB435,4.585
"1601",83281,,,,MDAMB468,
"1602",83281,M,-4,Leukemia,MOLT4,5.413
"1603",83281,M,-4,Ovarian,NCIADRRES,4.757
"1604",83281,M,-4,Non-Small Cell Lung,NCIH226,4.821
"1605",83281,M,-4,Non-Small Cell Lung,NCIH23,4.559
"1606",83281,M,-4,Non-Small Cell Lung,NCIH322M,4.428
"1607",83281,M,-4,Non-Small Cell Lung,NCIH460,4.562
"1608",83281,M,-4,Non-Small Cell Lung,NCIH522,4.679
"1609",83281,M,-4,Ovarian,OVCAR3,4.749
"1610",83281,M,-4,Ovarian,OVCAR4,4.783
"1611",83281,M,-4,Ovarian,OVCAR5,4.726
"1612",83281,M,-4,Ovarian,OVCAR8,4.834
"1613",83281,M,-4,Prostate,PC3,4.727
"1614",83281,M,-4,Leukemia,RPMI8226,5.426
"1615",83281,M,-4,Renal,RXF393,4.475
"1616",83281,M,-4,Central Nervous System,SF268,4.446
"1617",83281,M,-4,Central Nervous System,SF295,4.531
"1618",83281,M,-4,Central Nervous System,SF539,4.705
"1619",83281,M,-4,Melanoma,SKMEL2,4.681
"1620",83281,M,-4,Melanoma,SKMEL28,4.416
"1621",83281,M,-4,Melanoma,SKMEL5,5.047
"1622",83281,M,-4,Ovarian,SKOV3,4.447
"1623",83281,M,-4,Renal,SN12C,4.41
"1624",83281,M,-4,Central Nervous System,SNB19,4.41
"1625",83281,M,-4,Central Nervous System,SNB75,4.454
"1626",83281,M,-4,Leukemia,SR,6.433
"1627",83281,M,-4,Colon,SW620,4.357
"1628",83281,M,-4,Breast,T47D,5.153
"1629",83281,M,-4,Renal,TK10,4.413
"1630",83281,M,-4,Central Nervous System,U251,4.429
"1631",83281,M,-4,Melanoma,UACC257,4.591
"1632",83281,M,-4,Melanoma,UACC62,4.8
"1633",85239,M,-5,Renal,7860,5.214
"1634",85239,M,-5,Renal,A498,5.263
"1635",85239,,,,A549,
"1636",85239,M,-5,Renal,ACHN,5.247
"1637",85239,,,,BT549,
"1638",85239,,,,CAKI1,
"1639",85239,M,-5,Leukemia,CCRFCEM,5.564
"1640",85239,M,-5,Colon,COLO205,5
"1641",85239,,,,DU145,
"1642",85239,M,-5,Non-Small Cell Lung,EKVX,5
"1643",85239,M,-5,Colon,HCC2998,5
"1644",85239,M,-5,Colon,HCT116,5.298
"1645",85239,M,-5,Colon,HCT15,5.347
"1646",85239,,,,HL60,
"1647",85239,M,-5,Non-Small Cell Lung,HOP62,5
"1648",85239,M,-5,Non-Small Cell Lung,HOP92,5.478
"1649",85239,M,-5,Breast,HS578T,5
"1650",85239,M,-5,Colon,HT29,5
"1651",85239,M,-5,Ovarian,IGROV1,5
"1652",85239,M,-5,Leukemia,K562,5.352
"1653",85239,M,-5,Colon,KM12,5
"1654",85239,M,-5,Melanoma,LOXIMVI,5
"1655",85239,,,,M14,
"1656",85239,M,-5,Melanoma,MALME3M,5
"1657",85239,M,-5,Breast,MCF7,5
"1658",85239,,,,MDAMB231,
"1659",85239,M,-5,Melanoma,MDAMB435,5
"1660",85239,,,,MDAMB468,
"1661",85239,M,-5,Leukemia,MOLT4,5.509
"1662",85239,M,-5,Ovarian,NCIADRRES,5.403
"1663",85239,M,-5,Non-Small Cell Lung,NCIH226,5
"1664",85239,M,-5,Non-Small Cell Lung,NCIH23,5.114
"1665",85239,M,-5,Non-Small Cell Lung,NCIH322M,5
"1666",85239,M,-5,Non-Small Cell Lung,NCIH460,5
"1667",85239,,,,NCIH522,
"1668",85239,M,-5,Ovarian,OVCAR3,5.31
"1669",85239,M,-5,Ovarian,OVCAR4,5.119
"1670",85239,,,,OVCAR5,
"1671",85239,M,-5,Ovarian,OVCAR8,5.456
"1672",85239,M,-5,Prostate,PC3,5
"1673",85239,M,-5,Leukemia,RPMI8226,5.265
"1674",85239,M,-5,Renal,RXF393,5.031
"1675",85239,M,-5,Central Nervous System,SF268,5
"1676",85239,M,-5,Central Nervous System,SF295,5
"1677",85239,M,-5,Central Nervous System,SF539,5
"1678",85239,M,-5,Melanoma,SKMEL2,5
"1679",85239,M,-5,Melanoma,SKMEL28,5.228
"1680",85239,M,-5,Melanoma,SKMEL5,5
"1681",85239,M,-5,Ovarian,SKOV3,5
"1682",85239,M,-5,Renal,SN12C,5
"1683",85239,M,-5,Central Nervous System,SNB19,5
"1684",85239,M,-5,Central Nervous System,SNB75,5.177
"1685",85239,M,-5,Leukemia,SR,5.505
"1686",85239,M,-5,Colon,SW620,5.464
"1687",85239,M,-5,Breast,T47D,5.2
"1688",85239,M,-5,Renal,TK10,5.171
"1689",85239,M,-5,Central Nervous System,U251,5
"1690",85239,,,,UACC257,
"1691",85239,M,-5,Melanoma,UACC62,5.176
"1692",92339,M,-4,Renal,7860,4
"1693",92339,M,-4,Renal,A498,4
"1694",92339,,,,A549,
"1695",92339,M,-4,Renal,ACHN,4
"1696",92339,M,-4,Breast,BT549,4
"1697",92339,M,-4,Renal,CAKI1,4
"1698",92339,M,-4,Leukemia,CCRFCEM,8
"1699",92339,M,-4,Colon,COLO205,4
"1700",92339,M,-4,Prostate,DU145,4
"1701",92339,M,-4,Non-Small Cell Lung,EKVX,4
"1702",92339,M,-4,Colon,HCC2998,4
"1703",92339,M,-4,Colon,HCT116,4
"1704",92339,M,-4,Colon,HCT15,4
"1705",92339,,,,HL60,
"1706",92339,M,-4,Non-Small Cell Lung,HOP62,4
"1707",92339,M,-4,Non-Small Cell Lung,HOP92,4
"1708",92339,M,-4,Breast,HS578T,4
"1709",92339,M,-4,Colon,HT29,4
"1710",92339,M,-4,Ovarian,IGROV1,4
"1711",92339,M,-4,Leukemia,K562,4
"1712",92339,M,-4,Colon,KM12,4
"1713",92339,M,-4,Melanoma,LOXIMVI,4
"1714",92339,M,-4,Melanoma,M14,4
"1715",92339,M,-4,Melanoma,MALME3M,4
"1716",92339,M,-4,Breast,MCF7,4
"1717",92339,,,,MDAMB231,
"1718",92339,M,-4,Melanoma,MDAMB435,4
"1719",92339,,,,MDAMB468,
"1720",92339,M,-4,Leukemia,MOLT4,4.077
"1721",92339,M,-4,Ovarian,NCIADRRES,4
"1722",92339,M,-4,Non-Small Cell Lung,NCIH226,4.07
"1723",92339,M,-4,Non-Small Cell Lung,NCIH23,4
"1724",92339,M,-4,Non-Small Cell Lung,NCIH322M,4
"1725",92339,M,-4,Non-Small Cell Lung,NCIH460,4
"1726",92339,M,-4,Non-Small Cell Lung,NCIH522,4
"1727",92339,M,-4,Ovarian,OVCAR3,4
"1728",92339,M,-4,Ovarian,OVCAR4,4.05
"1729",92339,M,-4,Ovarian,OVCAR5,4
"1730",92339,M,-4,Ovarian,OVCAR8,4
"1731",92339,M,-4,Prostate,PC3,4.139
"1732",92339,M,-4,Leukemia,RPMI8226,8
"1733",92339,M,-4,Renal,RXF393,4
"1734",92339,M,-4,Central Nervous System,SF268,4
"1735",92339,M,-4,Central Nervous System,SF295,4
"1736",92339,M,-4,Central Nervous System,SF539,4
"1737",92339,M,-4,Melanoma,SKMEL2,4
"1738",92339,M,-4,Melanoma,SKMEL28,4
"1739",92339,M,-4,Melanoma,SKMEL5,4
"1740",92339,M,-4,Ovarian,SKOV3,4.141
"1741",92339,M,-4,Renal,SN12C,4.922
"1742",92339,M,-4,Central Nervous System,SNB19,4
"1743",92339,M,-4,Central Nervous System,SNB75,4
"1744",92339,M,-4,Leukemia,SR,4
"1745",92339,M,-4,Colon,SW620,4
"1746",92339,M,-4,Breast,T47D,4
"1747",92339,M,-4,Renal,TK10,4
"1748",92339,M,-4,Central Nervous System,U251,4
"1749",92339,M,-4,Melanoma,UACC257,4.049
"1750",92339,M,-4,Melanoma,UACC62,4
"1751",92954,M,-4,Renal,7860,6.674
"1752",92954,M,-4,Renal,A498,6.579
"1753",92954,,,,A549,
"1754",92954,M,-4,Renal,ACHN,7.328
"1755",92954,M,-4,Breast,BT549,6.843
"1756",92954,M,-4,Renal,CAKI1,7.271
"1757",92954,M,-4,Leukemia,CCRFCEM,7.218
"1758",92954,M,-4,Colon,COLO205,6.423
"1759",92954,M,-4,Prostate,DU145,6.785
"1760",92954,M,-4,Non-Small Cell Lung,EKVX,6.648
"1761",92954,M,-4,Colon,HCC2998,6.488
"1762",92954,M,-4,Colon,HCT116,6.96
"1763",92954,M,-4,Colon,HCT15,6.692
"1764",92954,,,,HL60,
"1765",92954,M,-4,Non-Small Cell Lung,HOP62,6.645
"1766",92954,M,-4,Non-Small Cell Lung,HOP92,6.373
"1767",92954,M,-4,Breast,HS578T,6.347
"1768",92954,M,-4,Colon,HT29,6.674
"1769",92954,M,-4,Ovarian,IGROV1,6.508
"1770",92954,M,-4,Leukemia,K562,6.082
"1771",92954,M,-4,Colon,KM12,6.16
"1772",92954,M,-4,Melanoma,LOXIMVI,6.653
"1773",92954,M,-4,Melanoma,M14,6.381
"1774",92954,M,-4,Melanoma,MALME3M,6.637
"1775",92954,,,,MCF7,
"1776",92954,,,,MDAMB231,
"1777",92954,M,-4,Melanoma,MDAMB435,6.566
"1778",92954,,,,MDAMB468,
"1779",92954,M,-4,Leukemia,MOLT4,7.582
"1780",92954,M,-4,Ovarian,NCIADRRES,6.705
"1781",92954,M,-4,Non-Small Cell Lung,NCIH226,6.167
"1782",92954,M,-4,Non-Small Cell Lung,NCIH23,6.953
"1783",92954,M,-4,Non-Small Cell Lung,NCIH322M,6.409
"1784",92954,M,-4,Non-Small Cell Lung,NCIH460,7.238
"1785",92954,M,-4,Non-Small Cell Lung,NCIH522,7.474
"1786",92954,M,-4,Ovarian,OVCAR3,7.008
"1787",92954,M,-4,Ovarian,OVCAR4,7.001
"1788",92954,M,-4,Ovarian,OVCAR5,6.24
"1789",92954,M,-4,Ovarian,OVCAR8,6.573
"1790",92954,M,-4,Prostate,PC3,6.578
"1791",92954,M,-4,Leukemia,RPMI8226,6.504
"1792",92954,,,,RXF393,
"1793",92954,M,-4,Central Nervous System,SF268,6.767
"1794",92954,M,-4,Central Nervous System,SF295,6.757
"1795",92954,M,-4,Central Nervous System,SF539,6.887
"1796",92954,M,-4,Melanoma,SKMEL2,6.489
"1797",92954,M,-4,Melanoma,SKMEL28,6.111
"1798",92954,M,-4,Melanoma,SKMEL5,7.035
"1799",92954,M,-4,Ovarian,SKOV3,6.654
"1800",92954,M,-4,Renal,SN12C,6.377
"1801",92954,M,-4,Central Nervous System,SNB19,6.216
"1802",92954,M,-4,Central Nervous System,SNB75,6.221
"1803",92954,M,-4,Leukemia,SR,6.277
"1804",92954,M,-4,Colon,SW620,6.579
"1805",92954,M,-4,Breast,T47D,6.39
"1806",92954,M,-4,Renal,TK10,6.676
"1807",92954,M,-4,Central Nervous System,U251,6.529
"1808",92954,M,-4,Melanoma,UACC257,6.441
"1809",92954,M,-4,Melanoma,UACC62,6.452
"1810",95441,M,-4,Renal,7860,4.856
"1811",95441,M,-3.6,Renal,7860,4.501
"1812",95441,M,-4,Renal,A498,4
"1813",95441,M,-3.6,Renal,A498,4.276
"1814",95441,,,,A549,
"1815",95441,M,-4,Renal,ACHN,4.5
"1816",95441,M,-3.6,Renal,ACHN,4.306
"1817",95441,M,-3.6,Breast,BT549,4.607
"1818",95441,M,-4,Renal,CAKI1,4.723
"1819",95441,M,-3.6,Renal,CAKI1,4.559
"1820",95441,M,-4,Leukemia,CCRFCEM,5.091
"1821",95441,M,-3.6,Leukemia,CCRFCEM,4.879
"1822",95441,M,-4,Colon,COLO205,4.636
"1823",95441,M,-3.6,Colon,COLO205,4.451
"1824",95441,M,-3.6,Prostate,DU145,4.084
"1825",95441,M,-3.6,Non-Small Cell Lung,EKVX,4.035
"1826",95441,M,-4,Colon,HCC2998,4.343
"1827",95441,M,-3.6,Colon,HCC2998,4.358
"1828",95441,M,-4,Colon,HCT116,4.52
"1829",95441,M,-3.6,Colon,HCT116,4.402
"1830",95441,M,-4,Colon,HCT15,4.687
"1831",95441,M,-3.6,Colon,HCT15,4.391
"1832",95441,,,,HL60,
"1833",95441,M,-4,Non-Small Cell Lung,HOP62,4.147
"1834",95441,M,-3.6,Non-Small Cell Lung,HOP62,4.281
"1835",95441,M,-4,Non-Small Cell Lung,HOP92,4.637
"1836",95441,M,-3.6,Non-Small Cell Lung,HOP92,4.612
"1837",95441,M,-3.6,Breast,HS578T,4.241
"1838",95441,M,-4,Colon,HT29,4.267
"1839",95441,M,-3.6,Colon,HT29,4.291
"1840",95441,M,-4,Ovarian,IGROV1,4.645
"1841",95441,M,-3.6,Ovarian,IGROV1,4.411
"1842",95441,M,-4,Leukemia,K562,6.914
"1843",95441,M,-3.6,Leukemia,K562,4.448
"1844",95441,M,-4,Colon,KM12,4.437
"1845",95441,M,-3.6,Colon,KM12,4.174
"1846",95441,M,-4,Melanoma,LOXIMVI,4.834
"1847",95441,M,-3.6,Melanoma,LOXIMVI,4.885
"1848",95441,M,-4,Melanoma,M14,4.843
"1849",95441,M,-3.6,Melanoma,M14,4.559
"1850",95441,M,-4,Melanoma,MALME3M,4.585
"1851",95441,M,-3.6,Melanoma,MALME3M,4.32
"1852",95441,M,-3.6,Breast,MCF7,4.298
"1853",95441,,,,MDAMB231,
"1854",95441,M,-3.6,Melanoma,MDAMB435,4.551
"1855",95441,,,,MDAMB468,
"1856",95441,M,-4,Leukemia,MOLT4,4.758
"1857",95441,M,-3.6,Leukemia,MOLT4,4.738
"1858",95441,M,-3.6,Ovarian,NCIADRRES,4.327
"1859",95441,M,-4,Non-Small Cell Lung,NCIH226,4.443
"1860",95441,M,-3.6,Non-Small Cell Lung,NCIH226,4.229
"1861",95441,M,-4,Non-Small Cell Lung,NCIH23,4.209
"1862",95441,M,-3.6,Non-Small Cell Lung,NCIH23,4.264
"1863",95441,M,-4,Non-Small Cell Lung,NCIH322M,4
"1864",95441,M,-3.6,Non-Small Cell Lung,NCIH322M,4.091
"1865",95441,M,-4,Non-Small Cell Lung,NCIH460,4.552
"1866",95441,M,-3.6,Non-Small Cell Lung,NCIH460,4.408
"1867",95441,M,-4,Non-Small Cell Lung,NCIH522,4.85
"1868",95441,M,-3.6,Non-Small Cell Lung,NCIH522,4.399
"1869",95441,M,-4,Ovarian,OVCAR3,4.369
"1870",95441,M,-3.6,Ovarian,OVCAR3,4.331
"1871",95441,M,-4,Ovarian,OVCAR4,4
"1872",95441,M,-3.6,Ovarian,OVCAR4,4.459
"1873",95441,M,-4,Ovarian,OVCAR5,4
"1874",95441,M,-3.6,Ovarian,OVCAR5,4.204
"1875",95441,M,-4,Ovarian,OVCAR8,4.698
"1876",95441,M,-3.6,Ovarian,OVCAR8,4.274
"1877",95441,M,-3.6,Prostate,PC3,4.32
"1878",95441,M,-4,Leukemia,RPMI8226,4.905
"1879",95441,M,-3.6,Leukemia,RPMI8226,4.501
"1880",95441,M,-4,Renal,RXF393,4.778
"1881",95441,M,-3.6,Renal,RXF393,4.444
"1882",95441,M,-4,Central Nervous System,SF268,4.827
"1883",95441,M,-3.6,Central Nervous System,SF268,4.656
"1884",95441,M,-4,Central Nervous System,SF295,4.27
"1885",95441,M,-3.6,Central Nervous System,SF295,4.583
"1886",95441,M,-4,Central Nervous System,SF539,4.723
"1887",95441,M,-3.6,Central Nervous System,SF539,4.567
"1888",95441,M,-4,Melanoma,SKMEL2,4.691
"1889",95441,M,-3.6,Melanoma,SKMEL2,4.333
"1890",95441,M,-4,Melanoma,SKMEL28,4.726
"1891",95441,M,-3.6,Melanoma,SKMEL28,4.335
"1892",95441,M,-4,Melanoma,SKMEL5,4.526
"1893",95441,M,-3.6,Melanoma,SKMEL5,4.394
"1894",95441,M,-4,Ovarian,SKOV3,4
"1895",95441,M,-3.6,Ovarian,SKOV3,4.05
"1896",95441,M,-4,Renal,SN12C,4.72
"1897",95441,M,-3.6,Renal,SN12C,4.394
"1898",95441,M,-4,Central Nervous System,SNB19,4.26
"1899",95441,M,-3.6,Central Nervous System,SNB19,4.412
"1900",95441,M,-4,Central Nervous System,SNB75,4.564
"1901",95441,M,-3.6,Central Nervous System,SNB75,4.491
"1902",95441,M,-4,Leukemia,SR,6.08
"1903",95441,M,-3.6,Leukemia,SR,4.976
"1904",95441,M,-4,Colon,SW620,4.752
"1905",95441,M,-3.6,Colon,SW620,4.504
"1906",95441,M,-3.6,Breast,T47D,4.527
"1907",95441,M,-4,Renal,TK10,4.345
"1908",95441,M,-3.6,Renal,TK10,4.199
"1909",95441,M,-4,Central Nervous System,U251,4.681
"1910",95441,M,-3.6,Central Nervous System,U251,4.574
"1911",95441,M,-4,Melanoma,UACC257,4.475
"1912",95441,M,-3.6,Melanoma,UACC257,4.28
"1913",95441,M,-4,Melanoma,UACC62,5.104
"1914",95441,M,-3.6,Melanoma,UACC62,4.844
"1915",97388,M,-4,Renal,7860,4.762
"1916",97388,M,-4,Renal,A498,4.717
"1917",97388,,,,A549,
"1918",97388,M,-4,Renal,ACHN,5.189
"1919",97388,M,-4,Breast,BT549,4.565
"1920",97388,M,-4,Renal,CAKI1,5.26
"1921",97388,M,-4,Leukemia,CCRFCEM,5.701
"1922",97388,M,-4,Colon,COLO205,5.729
"1923",97388,M,-4,Prostate,DU145,4.756
"1924",97388,M,-4,Non-Small Cell Lung,EKVX,4.575
"1925",97388,M,-4,Colon,HCC2998,4.716
"1926",97388,M,-4,Colon,HCT116,5.199
"1927",97388,M,-4,Colon,HCT15,4.666
"1928",97388,,,,HL60,
"1929",97388,M,-4,Non-Small Cell Lung,HOP62,4.672
"1930",97388,M,-4,Non-Small Cell Lung,HOP92,4.663
"1931",97388,M,-4,Breast,HS578T,4.549
"1932",97388,M,-4,Colon,HT29,4.699
"1933",97388,M,-4,Ovarian,IGROV1,4.804
"1934",97388,M,-4,Leukemia,K562,5.495
"1935",97388,M,-4,Colon,KM12,4.71
"1936",97388,M,-4,Melanoma,LOXIMVI,4.955
"1937",97388,M,-4,Melanoma,M14,4.711
"1938",97388,M,-4,Melanoma,MALME3M,5.769
"1939",97388,M,-4,Breast,MCF7,4.877
"1940",97388,,,,MDAMB231,
"1941",97388,M,-4,Melanoma,MDAMB435,4.774
"1942",97388,,,,MDAMB468,
"1943",97388,M,-4,Leukemia,MOLT4,5.594
"1944",97388,M,-4,Ovarian,NCIADRRES,4.461
"1945",97388,M,-4,Non-Small Cell Lung,NCIH226,4
"1946",97388,M,-4,Non-Small Cell Lung,NCIH23,4.646
"1947",97388,M,-4,Non-Small Cell Lung,NCIH322M,4.357
"1948",97388,M,-4,Non-Small Cell Lung,NCIH460,4.956
"1949",97388,M,-4,Non-Small Cell Lung,NCIH522,5.824
"1950",97388,M,-4,Ovarian,OVCAR3,4.888
"1951",97388,M,-4,Ovarian,OVCAR4,4.835
"1952",97388,M,-4,Ovarian,OVCAR5,4.641
"1953",97388,M,-4,Ovarian,OVCAR8,4.552
"1954",97388,M,-4,Prostate,PC3,4.801
"1955",97388,M,-4,Leukemia,RPMI8226,5.652
"1956",97388,M,-4,Renal,RXF393,4.741
"1957",97388,M,-4,Central Nervous System,SF268,4.662
"1958",97388,M,-4,Central Nervous System,SF295,4.194
"1959",97388,M,-4,Central Nervous System,SF539,4.672
"1960",97388,M,-4,Melanoma,SKMEL2,4.841
"1961",97388,M,-4,Melanoma,SKMEL28,4.771
"1962",97388,M,-4,Melanoma,SKMEL5,5.325
"1963",97388,M,-4,Ovarian,SKOV3,4.76
"1964",97388,M,-4,Renal,SN12C,4.638
"1965",97388,M,-4,Central Nervous System,SNB19,4.404
"1966",97388,M,-4,Central Nervous System,SNB75,5.474
"1967",97388,M,-4,Leukemia,SR,5.291
"1968",97388,M,-4,Colon,SW620,5.704
"1969",97388,M,-4,Breast,T47D,5.609
"1970",97388,M,-4,Renal,TK10,5.148
"1971",97388,M,-4,Central Nervous System,U251,4.734
"1972",97388,M,-4,Melanoma,UACC257,5.292
"1973",97388,M,-4,Melanoma,UACC62,4.742
"1974",100777,M,-4,Renal,7860,5.774
"1975",100777,M,-4,Renal,A498,5.86
"1976",100777,,,,A549,
"1977",100777,M,-4,Renal,ACHN,5.784
"1978",100777,M,-4,Breast,BT549,5.807
"1979",100777,M,-4,Renal,CAKI1,5.918
"1980",100777,M,-4,Leukemia,CCRFCEM,5.598
"1981",100777,M,-4,Colon,COLO205,5.777
"1982",100777,M,-4,Prostate,DU145,5.901
"1983",100777,M,-4,Non-Small Cell Lung,EKVX,5.847
"1984",100777,M,-4,Colon,HCC2998,5.785
"1985",100777,M,-4,Colon,HCT116,5.83
"1986",100777,M,-4,Colon,HCT15,5.886
"1987",100777,,,,HL60,
"1988",100777,M,-4,Non-Small Cell Lung,HOP62,5.718
"1989",100777,M,-4,Non-Small Cell Lung,HOP92,5.859
"1990",100777,M,-4,Breast,HS578T,5.607
"1991",100777,M,-4,Colon,HT29,5.706
"1992",100777,M,-4,Ovarian,IGROV1,5.976
"1993",100777,M,-4,Leukemia,K562,5.77
"1994",100777,M,-4,Colon,KM12,5.808
"1995",100777,M,-4,Melanoma,LOXIMVI,6.374
"1996",100777,M,-4,Melanoma,M14,5.807
"1997",100777,M,-4,Melanoma,MALME3M,5.81
"1998",100777,M,-4,Breast,MCF7,6.263
"1999",100777,,,,MDAMB231,
"2000",100777,M,-4,Melanoma,MDAMB435,5.836
"2001",100777,M,-4,Breast,MDAMB468,6.536
"2002",100777,M,-4,Leukemia,MOLT4,5.543
"2003",100777,M,-4,Ovarian,NCIADRRES,5.701
"2004",100777,M,-4,Non-Small Cell Lung,NCIH226,5.716
"2005",100777,M,-4,Non-Small Cell Lung,NCIH23,5.803
"2006",100777,M,-4,Non-Small Cell Lung,NCIH322M,5.786
"2007",100777,M,-4,Non-Small Cell Lung,NCIH460,5.766
"2008",100777,M,-4,Non-Small Cell Lung,NCIH522,6.599
"2009",100777,M,-4,Ovarian,OVCAR3,6.089
"2010",100777,M,-4,Ovarian,OVCAR4,5.757
"2011",100777,M,-4,Ovarian,OVCAR5,5.775
"2012",100777,M,-4,Ovarian,OVCAR8,5.793
"2013",100777,M,-4,Prostate,PC3,5.723
"2014",100777,M,-4,Leukemia,RPMI8226,5.897
"2015",100777,M,-4,Renal,RXF393,5.855
"2016",100777,M,-4,Central Nervous System,SF268,5.833
"2017",100777,M,-4,Central Nervous System,SF295,6.01
"2018",100777,M,-4,Central Nervous System,SF539,5.815
"2019",100777,M,-4,Melanoma,SKMEL2,5.813
"2020",100777,M,-4,Melanoma,SKMEL28,5.786
"2021",100777,M,-4,Melanoma,SKMEL5,5.793
"2022",100777,M,-4,Ovarian,SKOV3,5.591
"2023",100777,M,-4,Renal,SN12C,5.758
"2024",100777,M,-4,Central Nervous System,SNB19,5.779
"2025",100777,M,-4,Central Nervous System,SNB75,6.218
"2026",100777,M,-4,Leukemia,SR,6.306
"2027",100777,M,-4,Colon,SW620,5.827
"2028",100777,M,-4,Breast,T47D,6.416
"2029",100777,M,-4,Renal,TK10,5.771
"2030",100777,M,-4,Central Nervous System,U251,5.843
"2031",100777,M,-4,Melanoma,UACC257,5.845
"2032",100777,M,-4,Melanoma,UACC62,5.811
"2033",100858,M,-4,Renal,7860,4
"2034",100858,M,-4,Renal,A498,4
"2035",100858,,,,A549,
"2036",100858,M,-4,Renal,ACHN,4
"2037",100858,M,-4,Breast,BT549,4
"2038",100858,M,-4,Renal,CAKI1,4
"2039",100858,M,-4,Leukemia,CCRFCEM,4
