"",DRUG_ID,COSMIC_ID,LN_IC50,MAX_CONC_MICROMOLAR,Cell_Line,Drug_Name,Synonyms
"3586",11,909249,-3.24971417,0.1024,OPM2,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3587",,,,,OV90,PACLITAXEL,
"3588",11,905990,-4.53842426,0.1024,OVCAR4,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3589",,,,,OVCAR8,PACLITAXEL,
"3590",,,,,OVTOKO,PACLITAXEL,
"3591",,,,,P12ICHIKAWA,PACLITAXEL,
"3592",11,909253,-0.53139103,0.1024,P31FUJ,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3593",,,,,PANC0203,PACLITAXEL,
"3594",,,,,PANC0327,PACLITAXEL,
"3595",,,,,PANC0403,PACLITAXEL,
"3596",,,,,PANC1005,PACLITAXEL,
"3597",,,,,PATU8902,PACLITAXEL,
"3598",,,,,PC14,PACLITAXEL,
"3599",,,,,PC3,PACLITAXEL,
"3600",11,910546,-6.62694243,0.1024,PSN1,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3601",,,,,QGP1,PACLITAXEL,
"3602",11,909262,-2.22339692,0.1024,RAJI,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3603",,,,,RD,PACLITAXEL,
"3604",11,909696,-0.80820263,0.1024,REH,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3605",,,,,RERFGC1B,PACLITAXEL,
"3606",,,,,RERFLCMS,PACLITAXEL,
"3607",,,,,RKN,PACLITAXEL,
"3608",11,909698,-5.6947166,0.1024,RKO,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3609",11,930082,-5.81364956,0.1024,RL952,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3610",,,,,RPMI7951,PACLITAXEL,
"3611",11,909702,-4.21515196,0.1024,RPMI8402,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3612",,,,,RT112,PACLITAXEL,
"3613",,,,,RT4,PACLITAXEL,
"3614",,,,,RVH421,PACLITAXEL,
"3615",,,,,SAOS2,PACLITAXEL,
"3616",,,,,SBC5,PACLITAXEL,
"3617",,,,,SCABER,PACLITAXEL,
"3618",,,,,SCC25,PACLITAXEL,
"3619",,,,,SCC9,PACLITAXEL,
"3620",11,909712,-2.55822662,0.1024,SF126,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3621",,,,,SF295,PACLITAXEL,
"3622",11,724872,-1.29719739,0.1024,SHP77,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3623",11,909715,-5.36721037,0.1024,SIGM5,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3624",11,753620,-2.52445251,0.1024,SIMA,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3625",,,,,SJRH30,PACLITAXEL,
"3626",11,909717,-3.88535713,0.1024,SJSA1,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3627",,,,,SKCO1,PACLITAXEL,
"3628",11,684072,-4.23206426,0.1024,SKES1,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3629",,,,,SKHEP1,PACLITAXEL,
"3630",11,909720,-5.36308736,0.1024,SKLMS1,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3631",,,,,SKLU1,PACLITAXEL,
"3632",11,905955,-0.42343781,0.1024,SKMEL2,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3633",,,,,SKMEL24,PACLITAXEL,
"3634",,,,,SKMEL30,PACLITAXEL,
"3635",,,,,SKMEL31,PACLITAXEL,
"3636",,,,,SKMEL5,PACLITAXEL,
"3637",,,,,SKMES1,PACLITAXEL,
"3638",11,753612,0.14584657,0.1024,SKMM2,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3639",,,,,SKNAS,PACLITAXEL,
"3640",11,688086,-2.56752296,0.1024,SKNDZ,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3641",11,688087,-0.80828238,0.1024,SKNFI,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3642",,,,,SKNSH,PACLITAXEL,
"3643",,,,,SKOV3,PACLITAXEL,
"3644",,,,,SNGM,PACLITAXEL,
"3645",,,,,SNU182,PACLITAXEL,
"3646",,,,,SNU387,PACLITAXEL,
"3647",,,,,SNU398,PACLITAXEL,
"3648",,,,,SNU423,PACLITAXEL,
"3649",,,,,SNU449,PACLITAXEL,
"3650",,,,,SNU475,PACLITAXEL,
"3651",,,,,SU8686,PACLITAXEL,
"3652",,,,,SUDHL10,PACLITAXEL,
"3653",11,1331035,-4.75294264,0.1024,SUDHL4,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3654",11,1331037,-5.8602191,0.1024,SUDHL6,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3655",11,1331038,-4.04889926,0.1024,SUDHL8,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3656",,,,,SUIT2,PACLITAXEL,
"3657",11,1331040,-5.47035563,0.1024,SUPM2,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3658",11,909743,0.05596061,0.1024,SUPT1,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3659",,,,,SW1088,PACLITAXEL,
"3660",,,,,SW1271,PACLITAXEL,
"3661",,,,,SW1417,PACLITAXEL,
"3662",,,,,SW1573,PACLITAXEL,
"3663",,,,,SW1990,PACLITAXEL,
"3664",,,,,SW403,PACLITAXEL,
"3665",,,,,SW48,PACLITAXEL,
"3666",,,,,SW620,PACLITAXEL,
"3667",,,,,SW780,PACLITAXEL,
"3668",,,,,SW900,PACLITAXEL,
"3669",,,,,T24,PACLITAXEL,
"3670",,,,,T47D,PACLITAXEL,
"3671",,,,,T84,PACLITAXEL,
"3672",,,,,T98G,PACLITAXEL,
"3673",11,1240221,-3.143185,0.1024,TC71,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3674",,,,,TCCSUP,PACLITAXEL,
"3675",11,753621,-5.09246184,0.1024,TE1,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3676",11,946354,-6.59191405,0.1024,TE11,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3677",11,753614,-6.66904511,0.1024,TE15,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3678",11,735784,-4.22539625,0.1024,TE5,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3679",11,946353,-5.33075587,0.1024,TE9,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3680",,,,,TOV112D,PACLITAXEL,
"3681",,,,,TOV21G,PACLITAXEL,
"3682",,,,,TT2609C02,PACLITAXEL,
"3683",,,,,TYKNU,PACLITAXEL,
"3684",,,,,U118MG,PACLITAXEL,
"3685",,,,,U2OS,PACLITAXEL,
"3686",11,687590,-0.30938891,0.1024,U87MG,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3687",11,905977,-3.21170506,0.1024,UACC257,PACLITAXEL,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane"
"3688",,,,,UACC62,PACLITAXEL,
"3689",,,,,UACC812,PACLITAXEL,
"3690",,,,,UMUC3,PACLITAXEL,
"3691",,,,,VMRCLCD,PACLITAXEL,
"3692",,,,,VMRCRCW,PACLITAXEL,
"3693",,,,,VMRCRCZ,PACLITAXEL,
"3694",,,,,WM115,PACLITAXEL,
"3695",,,,,YKG1,PACLITAXEL,
"3696",,,,,ZR7530,PACLITAXEL,
"3697",1060,924100,0.30180099,0.25,22RV1,PD0325901,"PD-0325901, PD 0325901"
"3698",1060,687561,-0.20225393,0.25,42MGBA,PD0325901,"PD-0325901, PD 0325901"
"3699",1060,687452,0.48581,0.25,5637,PD0325901,"PD-0325901, PD 0325901"
"3700",1060,906798,-4.60963867,0.25,639V,PD0325901,"PD-0325901, PD 0325901"
"3701",1060,906800,-0.74171661,0.25,697,PD0325901,"PD-0325901, PD 0325901"
"3702",,,,,769P,PD0325901,
"3703",1060,905947,-1.59962339,0.25,7860,PD0325901,"PD-0325901, PD 0325901"
"3704",1060,906795,-2.74492459,0.25,8305C,PD0325901,"PD-0325901, PD 0325901"
"3705",1060,924102,-2.60743564,0.25,8505C,PD0325901,"PD-0325901, PD 0325901"
"3706",1060,687562,-0.28776574,0.25,8MGBA,PD0325901,"PD-0325901, PD 0325901"
"3707",,,,,A172,PD0325901,
"3708",,,,,A204,PD0325901,
"3709",,,,,A2058,PD0325901,
"3710",1060,906794,-1.25128092,0.25,A253,PD0325901,"PD-0325901, PD 0325901"
"3711",1060,906804,0.67243662,0.25,A2780,PD0325901,"PD-0325901, PD 0325901"
"3712",1060,906793,-5.60490596,0.25,A375,PD0325901,"PD-0325901, PD 0325901"
"3713",1060,905949,-3.95147058,0.25,A549,PD0325901,"PD-0325901, PD 0325901"
"3714",1060,684052,-0.11214634,0.25,A673,PD0325901,"PD-0325901, PD 0325901"
"3715",,,,,ACHN,PD0325901,
"3716",1060,1295740,0.388359,0.25,ALLSIL,PD0325901,"PD-0325901, PD 0325901"
"3717",1060,1295741,-1.02061647,0.25,AMO1,PD0325901,"PD-0325901, PD 0325901"
"3718",,,,,AN3CA,PD0325901,
"3719",1060,910702,-3.29220397,0.25,ASPC1,PD0325901,"PD-0325901, PD 0325901"
"3720",1060,910704,-1.76983279,0.25,AU565,PD0325901,"PD-0325901, PD 0325901"
"3721",1060,924104,-2.59375691,0.25,BCPAP,PD0325901,"PD-0325901, PD 0325901"
"3722",,,,,BFTC909,PD0325901,
"3723",1060,910706,0.16313024,0.25,BL41,PD0325901,"PD-0325901, PD 0325901"
"3724",,,,,BL70,PD0325901,
"3725",1060,906801,-0.47800549,0.25,BT20,PD0325901,"PD-0325901, PD 0325901"
"3726",1060,946359,0.69812057,0.25,BT474,PD0325901,"PD-0325901, PD 0325901"
"3727",1060,905951,1.13414456,0.25,BT549,PD0325901,"PD-0325901, PD 0325901"
"3728",1060,906693,-1.16006056,0.25,BXPC3,PD0325901,"PD-0325901, PD 0325901"
"3729",1060,910700,-3.59412921,0.25,C2BBE1,PD0325901,"PD-0325901, PD 0325901"
"3730",1060,906830,-4.98654268,0.25,C32,PD0325901,"PD-0325901, PD 0325901"
"3731",1060,910850,-2.16308123,0.25,C3A,PD0325901,"PD-0325901, PD 0325901"
"3732",1060,753540,-1.32615567,0.25,CAL12T,PD0325901,"PD-0325901, PD 0325901"
"3733",1060,910916,-2.45211451,0.25,CAL27,PD0325901,"PD-0325901, PD 0325901"
"3734",1060,1290765,-1.55049669,0.25,CAL78,PD0325901,"PD-0325901, PD 0325901"
"3735",1060,910852,-1.95176562,0.25,CAL851,PD0325901,"PD-0325901, PD 0325901"
"3736",1060,687777,0.97357887,0.25,CALU3,PD0325901,"PD-0325901, PD 0325901"
"3737",1060,724859,-0.07552355,0.25,CALU6,PD0325901,"PD-0325901, PD 0325901"
"3738",,,,,CAMA1,PD0325901,
"3739",1060,910915,-2.26981449,0.25,CAPAN2,PD0325901,"PD-0325901, PD 0325901"
"3740",1060,910943,1.18564103,0.25,CAS1,PD0325901,"PD-0325901, PD 0325901"
"3741",1060,1240123,-1.72384638,0.25,CCK81,PD0325901,"PD-0325901, PD 0325901"
"3742",1060,910853,-2.12786246,0.25,CHL1,PD0325901,"PD-0325901, PD 0325901"
"3743",1060,906820,-6.81461772,0.25,CHP212,PD0325901,"PD-0325901, PD 0325901"
"3744",1060,905961,-3.93042332,0.25,COLO205,PD0325901,"PD-0325901, PD 0325901"
"3745",1060,910689,-2.30599186,0.25,COLO678,PD0325901,"PD-0325901, PD 0325901"
"3746",1060,906818,-4.45742285,0.25,COLO679,PD0325901,"PD-0325901, PD 0325901"
"3747",1060,906815,-4.09600049,2,COLO741,PD0325901,"PD-0325901, PD 0325901"
"3748",,,,,CORL105,PD0325901,
"3749",1060,687780,-1.38861586,0.25,CORL23,PD0325901,"PD-0325901, PD 0325901"
"3750",,,,,DAOY,PD0325901,
"3751",1060,906835,-2.2134734,0.25,DBTRG05MG,PD0325901,"PD-0325901, PD 0325901"
"3752",1060,906836,-0.06096787,0.25,DEL,PD0325901,"PD-0325901, PD 0325901"
"3753",1060,906837,-0.26279269,0.25,DETROIT562,PD0325901,"PD-0325901, PD 0325901"
"3754",1060,906839,-1.89133596,0.25,DKMG,PD0325901,"PD-0325901, PD 0325901"
"3755",1060,687983,-0.76329972,0.25,DMS114,PD0325901,"PD-0325901, PD 0325901"
"3756",1060,906842,0.87551531,0.25,DOHH2,PD0325901,"PD-0325901, PD 0325901"
"3757",1060,1479987,-3.70057417,0.25,DOV13,PD0325901,"PD-0325901, PD 0325901"
"3758",1060,905935,1.48101755,0.25,DU145,PD0325901,"PD-0325901, PD 0325901"
"3759",1060,906846,0.92757733,0.25,EB2,PD0325901,"PD-0325901, PD 0325901"
"3760",1060,753554,-2.97373577,0.25,EBC1,PD0325901,"PD-0325901, PD 0325901"
"3761",,,,,EFM19,PD0325901,
"3762",1060,911905,-0.31269342,0.25,EFO21,PD0325901,"PD-0325901, PD 0325901"
"3763",1060,906852,-1.90851686,0.25,EFO27,PD0325901,"PD-0325901, PD 0325901"
"3764",1060,906855,-3.6589568,0.25,EM2,PD0325901,"PD-0325901, PD 0325901"
"3765",1060,1240127,-0.56457026,0.25,EN,PD0325901,"PD-0325901, PD 0325901"
"3766",1060,1240128,-3.81113932,0.25,ES2,PD0325901,"PD-0325901, PD 0325901"
"3767",1060,907000,-0.3202906,0.25,ESS1,PD0325901,"PD-0325901, PD 0325901"
"3768",1060,906863,-4.08229804,0.25,FADU,PD0325901,"PD-0325901, PD 0325901"
"3769",1060,1290806,-2.32205999,0.25,FU97,PD0325901,"PD-0325901, PD 0325901"
"3770",1060,1240129,-0.83898117,0.25,FUOV1,PD0325901,"PD-0325901, PD 0325901"
"3771",1060,906865,-6.58879083,0.25,G361,PD0325901,"PD-0325901, PD 0325901"
"3772",1060,907299,-1.01458934,0.25,G401,PD0325901,"PD-0325901, PD 0325901"
"3773",1060,907298,0.23304202,0.25,G402,PD0325901,"PD-0325901, PD 0325901"
"3774",1060,906868,-1.12357122,0.25,GAMG,PD0325901,"PD-0325901, PD 0325901"
"3775",1060,687568,-0.03097012,0.25,GB1,PD0325901,"PD-0325901, PD 0325901"
"3776",1060,906869,-1.39814775,0.25,GCIY,PD0325901,"PD-0325901, PD 0325901"
"3777",,,,,GCT,PD0325901,
"3778",1060,906871,-0.43564622,0.25,GI1,PD0325901,"PD-0325901, PD 0325901"
"3779",1060,906873,-1.14118681,0.25,GMS10,PD0325901,"PD-0325901, PD 0325901"
"3780",1060,1303897,0.54009931,0.25,GRANTA519,PD0325901,"PD-0325901, PD 0325901"
"3781",1060,907042,-0.85020523,0.25,H4,PD0325901,"PD-0325901, PD 0325901"
"3782",1060,1240142,-0.87930246,0.25,HARA,PD0325901,"PD-0325901, PD 0325901"
"3783",1060,749711,-0.22256031,0.25,HCC1187,PD0325901,"PD-0325901, PD 0325901"
"3784",1060,749712,-0.57895579,0.25,HCC1395,PD0325901,"PD-0325901, PD 0325901"
"3785",1060,1240143,-3.63568526,0.25,HCC15,PD0325901,"PD-0325901, PD 0325901"
"3786",1060,907046,-0.4130777,0.25,HCC1569,PD0325901,"PD-0325901, PD 0325901"
"3787",1060,907047,-1.05912596,0.25,HCC1806,PD0325901,"PD-0325901, PD 0325901"
"3788",1060,749709,-1.08199278,0.25,HCC1954,PD0325901,"PD-0325901, PD 0325901"
"3789",1060,1240145,-3.89254522,2,HCC44,PD0325901,"PD-0325901, PD 0325901"
"3790",1060,1290907,-3.62371668,0.25,HCC56,PD0325901,"PD-0325901, PD 0325901"
"3791",,,,,HCC70,PD0325901,
"3792",1060,1290908,-1.15172178,0.25,HCC78,PD0325901,"PD-0325901, PD 0325901"
"3793",1060,1240146,0.37378042,0.25,HCC827,PD0325901,"PD-0325901, PD 0325901"
"3794",1060,905936,-1.55655042,0.25,HCT116,PD0325901,"PD-0325901, PD 0325901"
"3795",1060,905937,-2.08289224,0.25,HCT15,PD0325901,"PD-0325901, PD 0325901"
"3796",1060,907050,-2.73465171,0.25,HDMYZ,PD0325901,"PD-0325901, PD 0325901"
"3797",1060,1290922,-1.29594512,0.25,HDQP1,PD0325901,"PD-0325901, PD 0325901"
"3798",1060,907055,0.11380258,0.25,HGC27,PD0325901,"PD-0325901, PD 0325901"
"3799",1060,907056,0.36908872,0.25,HH,PD0325901,"PD-0325901, PD 0325901"
"3800",1060,907057,-1.20232929,0.25,HLE,PD0325901,"PD-0325901, PD 0325901"
"3801",1060,907060,-1.45454647,0.25,HOS,PD0325901,"PD-0325901, PD 0325901"
"3802",,,,,HPAC,PD0325901,
"3803",,,,,HPAFII,PD0325901,
"3804",1060,905957,-4.172252,0.25,HS578T,PD0325901,"PD-0325901, PD 0325901"
"3805",1060,1240150,-0.06725631,0.25,HS683,PD0325901,"PD-0325901, PD 0325901"
"3806",1060,1240151,-2.44239144,0.25,HS746T,PD0325901,"PD-0325901, PD 0325901"
"3807",1060,1298141,-3.15835989,0.25,HS766T,PD0325901,"PD-0325901, PD 0325901"
"3808",1060,1298144,-4.63903573,0.25,HS939T,PD0325901,"PD-0325901, PD 0325901"
"3809",1060,753562,-1.26602772,0.25,HSC2,PD0325901,"PD-0325901, PD 0325901"
"3810",1060,907063,1.00161954,0.25,HT,PD0325901,"PD-0325901, PD 0325901"
"3811",1060,907064,-2.68996005,0.25,HT1080,PD0325901,"PD-0325901, PD 0325901"
"3812",1060,907065,0.3361451,0.25,HT1197,PD0325901,"PD-0325901, PD 0325901"
"3813",1060,907066,-0.80649172,0.25,HT1376,PD0325901,"PD-0325901, PD 0325901"
"3814",1060,907067,-4.49239993,0.25,HT144,PD0325901,"PD-0325901, PD 0325901"
"3815",1060,905939,-3.73931188,0.25,HT29,PD0325901,"PD-0325901, PD 0325901"
"3816",1060,907069,-1.78225509,0.25,HUCCT1,PD0325901,"PD-0325901, PD 0325901"
"3817",1060,1298146,-0.99611104,0.25,HUH1,PD0325901,"PD-0325901, PD 0325901"
"3818",1060,907285,-3.75962169,0.25,HUPT3,PD0325901,"PD-0325901, PD 0325901"
"3819",1060,907286,-4.17483767,0.25,HUPT4,PD0325901,"PD-0325901, PD 0325901"
"3820",1060,910779,-2.29651724,0.25,IALM,PD0325901,"PD-0325901, PD 0325901"
"3821",1060,1240153,-6.82060918,0.25,IGR37,PD0325901,"PD-0325901, PD 0325901"
"3822",1060,905968,-1.73382558,0.25,IGROV1,PD0325901,"PD-0325901, PD 0325901"
"3823",,,,,IM95,PD0325901,
"3824",1060,907171,-4.41267713,0.25,IPC298,PD0325901,"PD-0325901, PD 0325901"
"3825",,,,,ISTMES1,PD0325901,
"3826",,,,,J82,PD0325901,
"3827",1060,1240157,-0.99966549,0.25,JHH2,PD0325901,"PD-0325901, PD 0325901"
"3828",1060,1240158,-1.08499025,0.25,JHH4,PD0325901,"PD-0325901, PD 0325901"
"3829",,,,,JHH6,PD0325901,
"3830",1060,1240160,-1.53590977,0.25,JHH7,PD0325901,"PD-0325901, PD 0325901"
"3831",1060,1479995,-3.3688045,0.25,JHOS2,PD0325901,"PD-0325901, PD 0325901"
"3832",1060,1480359,-2.26056898,0.25,JHOS4,PD0325901,"PD-0325901, PD 0325901"
"3833",1060,1327768,0.06640722,0.25,JM1,PD0325901,"PD-0325901, PD 0325901"
"3834",1060,998184,0.53544175,0.25,JURKAT,PD0325901,"PD-0325901, PD 0325901"
"3835",1060,907270,-1.20117883,0.25,JVM3,PD0325901,"PD-0325901, PD 0325901"
"3836",,,,,KALS1,PD0325901,
"3837",1060,907273,-1.06484264,0.25,KARPAS299,PD0325901,"PD-0325901, PD 0325901"
"3838",1060,907274,0.54389137,0.25,KARPAS422,PD0325901,"PD-0325901, PD 0325901"
"3839",1060,1327775,-2.03241595,0.25,KARPAS620,PD0325901,"PD-0325901, PD 0325901"
"3840",1060,1330931,-1.21420063,0.25,KCL22,PD0325901,"PD-0325901, PD 0325901"
"3841",1060,753618,-0.91403867,0.25,KELLY,PD0325901,"PD-0325901, PD 0325901"
"3842",1060,907278,-0.45492911,0.25,KG1,PD0325901,"PD-0325901, PD 0325901"
"3843",1060,924187,0.44265927,0.25,KLE,PD0325901,"PD-0325901, PD 0325901"
"3844",1060,1298168,-0.96412238,0.25,KMRC1,PD0325901,"PD-0325901, PD 0325901"
"3845",1060,1659817,-0.12512644,0.25,KMS11,PD0325901,"PD-0325901, PD 0325901"
"3846",,,,,KMS12BM,PD0325901,
"3847",1060,907282,1.20937195,0.25,KNS42,PD0325901,"PD-0325901, PD 0325901"
"3848",1060,753569,-2.78731749,0.25,KNS62,PD0325901,"PD-0325901, PD 0325901"
"3849",,,,,KO52,PD0325901,
"3850",1060,1298216,-0.06500858,0.25,KP1N,PD0325901,"PD-0325901, PD 0325901"
"3851",1060,1298218,-3.3389978,0.25,KP2,PD0325901,"PD-0325901, PD 0325901"
"3852",1060,1298219,-2.76936478,0.25,KP3,PD0325901,"PD-0325901, PD 0325901"
"3853",,,,,KP4,PD0325901,
"3854",1060,907311,-3.96761209,0.25,KU812,PD0325901,"PD-0325901, PD 0325901"
"3855",1060,909975,-1.37288868,0.25,KURAMOCHI,PD0325901,"PD-0325901, PD 0325901"
"3856",1060,1240166,1.17360506,2,KYM1,PD0325901,"PD-0325901, PD 0325901"
"3857",1060,753573,-0.93225006,0.25,KYSE140,PD0325901,"PD-0325901, PD 0325901"
"3858",1060,907317,-1.34759144,0.25,KYSE150,PD0325901,"PD-0325901, PD 0325901"
"3859",,,,,KYSE180,PD0325901,
"3860",1060,1298221,-2.86405817,0.25,KYSE30,PD0325901,"PD-0325901, PD 0325901"
"3861",1060,753574,-2.82106648,0.25,KYSE410,PD0325901,"PD-0325901, PD 0325901"
"3862",1060,907320,-0.7327626,0.25,KYSE450,PD0325901,"PD-0325901, PD 0325901"
"3863",1060,907321,-1.21261238,0.25,KYSE510,PD0325901,"PD-0325901, PD 0325901"
"3864",1060,753575,-2.25471013,0.25,KYSE520,PD0325901,"PD-0325901, PD 0325901"
"3865",,,,,KYSE70,PD0325901,
"3866",1060,924239,-0.47071383,0.25,L363,PD0325901,"PD-0325901, PD 0325901"
"3867",1060,907322,0.99760172,0.25,L428,PD0325901,"PD-0325901, PD 0325901"
"3868",1060,753586,1.42332282,2,LCLC103H,PD0325901,"PD-0325901, PD 0325901"
"3869",1060,1240168,-2.13556596,0.25,LN18,PD0325901,"PD-0325901, PD 0325901"
"3870",1060,1240169,-2.22280553,0.25,LN229,PD0325901,"PD-0325901, PD 0325901"
"3871",1060,1298226,-2.38022459,0.25,LOUNH91,PD0325901,"PD-0325901, PD 0325901"
"3872",1060,905974,-3.40967215,0.25,LOXIMVI,PD0325901,"PD-0325901, PD 0325901"
"3873",1060,907791,0.72340605,0.25,LP1,PD0325901,"PD-0325901, PD 0325901"
"3874",,,,,LS123,PD0325901,
"3875",1060,907794,-2.35287882,0.25,LS411N,PD0325901,"PD-0325901, PD 0325901"
"3876",1060,907795,-4.29101091,0.25,LS513,PD0325901,"PD-0325901, PD 0325901"
"3877",,,,,MALME3M,PD0325901,
"3878",1060,907799,-0.48344707,0.25,MC116,PD0325901,"PD-0325901, PD 0325901"
"3879",1060,1240171,-2.62036486,0.25,MCAS,PD0325901,"PD-0325901, PD 0325901"
"3880",1060,905946,-0.30279415,0.25,MCF7,PD0325901,"PD-0325901, PD 0325901"
"3881",1060,925338,1.05919742,0.25,MDAMB157,PD0325901,"PD-0325901, PD 0325901"
"3882",,,,,MDAMB175VII,PD0325901,
"3883",1060,924240,-0.53762506,0.25,MDAMB415,PD0325901,"PD-0325901, PD 0325901"
"3884",1060,1240172,-2.48660303,0.25,MDAMB436,PD0325901,"PD-0325901, PD 0325901"
"3885",1060,908122,1.32443305,0.25,MDAMB453,PD0325901,"PD-0325901, PD 0325901"
"3886",1060,908123,-2.61746887,0.25,MDAMB468,PD0325901,"PD-0325901, PD 0325901"
"3887",1060,908126,-2.30574426,0.25,MEG01,PD0325901,"PD-0325901, PD 0325901"
"3888",1060,908124,-4.53543299,0.25,MELHO,PD0325901,"PD-0325901, PD 0325901"
"3889",1060,908127,-0.84718988,0.25,MESSA,PD0325901,"PD-0325901, PD 0325901"
"3890",,,,,MEWO,PD0325901,
"3891",1060,908129,1.23380791,0.25,MFE280,PD0325901,"PD-0325901, PD 0325901"
"3892",1060,908130,-0.72478394,0.25,MFE296,PD0325901,"PD-0325901, PD 0325901"
"3893",1060,1240174,-0.91937329,2,MFE319,PD0325901,"PD-0325901, PD 0325901"
"3894",1060,908131,-1.81204809,0.25,MG63,PD0325901,"PD-0325901, PD 0325901"
"3895",1060,908134,-2.36046548,0.25,MHHES1,PD0325901,"PD-0325901, PD 0325901"
"3896",1060,724870,-4.47320491,0.25,MIAPACA2,PD0325901,"PD-0325901, PD 0325901"
"3897",,,,,MKN45,PD0325901,
"3898",1060,924250,-1.1857744,0.25,MKN7,PD0325901,"PD-0325901, PD 0325901"
"3899",1060,908144,-1.13370865,0.25,MOGGCCM,PD0325901,"PD-0325901, PD 0325901"
"3900",1060,1330950,-1.9179819,0.25,MOLP8,PD0325901,"PD-0325901, PD 0325901"
"3901",1060,908147,-0.01082639,0.25,MOLT16,PD0325901,"PD-0325901, PD 0325901"
"3902",1060,908150,0.54686747,0.25,MPP89,PD0325901,"PD-0325901, PD 0325901"
"3903",1060,908152,-0.58661794,0.25,MSTO211H,PD0325901,"PD-0325901, PD 0325901"
"3904",1060,687995,-0.3311464,0.25,NCIH1048,PD0325901,"PD-0325901, PD 0325901"
"3905",1060,687997,1.47952423,0.25,NCIH1092,PD0325901,"PD-0325901, PD 0325901"
"3906",1060,908467,-0.7355375,0.25,NCIH1155,PD0325901,"PD-0325901, PD 0325901"
"3907",,,,,NCIH1299,PD0325901,
"3908",1060,1330964,-0.64547667,0.25,NCIH1341,PD0325901,"PD-0325901, PD 0325901"
"3909",1060,724866,-3.24813675,0.25,NCIH1355,PD0325901,"PD-0325901, PD 0325901"
"3910",1060,753600,-2.47060569,0.25,NCIH1563,PD0325901,"PD-0325901, PD 0325901"
"3911",1060,1298348,-0.11255024,0.25,NCIH1568,PD0325901,"PD-0325901, PD 0325901"
"3912",,,,,NCIH1573,PD0325901,
"3913",,,,,NCIH1581,PD0325901,
"3914",1060,687799,1.78440785,2,NCIH1648,PD0325901,"PD-0325901, PD 0325901"
"3915",,,,,NCIH1650,PD0325901,
"3916",1060,910900,0.68734991,0.25,NCIH1651,PD0325901,"PD-0325901, PD 0325901"
"3917",,,,,NCIH1666,PD0325901,
"3918",1060,687802,-0.14468432,0.25,NCIH1693,PD0325901,"PD-0325901, PD 0325901"
